Ware_house_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton,is_unrated_warehouse,wh_est_year_missing
WH_108826,Rural,Small,North,Zone 6,8,0,3,4600,Rented,47,0,0,0,73,26,2017,12,1,A+,6,9,18071,0,0
WH_108827,Rural,Large,South,Zone 5,1,0,2,5211,Company Owned,33,0,0,1,99,32,2009,25,0,B,3,25,29074,0,1
WH_108828,Rural,Large,North,Zone 6,3,3,3,2743,Rented,29,0,0,0,61,25,2009,23,0,A,5,6,29088,0,1
WH_108829,Rural,Large,North,Zone 5,2,2,5,5645,Company Owned,32,0,0,1,189,37,2009,6,0,B+,4,24,7072,0,1
WH_108830,Rural,Large,South,Zone 5,6,0,2,4292,Rented,47,0,0,1,89,40,1997,24,1,B+,2,25,28142,0,0
WH_108831,Rural,Mid,North,Zone 2,1,0,5,2678,Company Owned,39,1,1,0,205,27,2009,5,0,B,3,12,6074,0,1
WH_108832,Rural,Mid,South,Zone 2,7,1,2,4668,Rented,15,0,0,1,204,30,2017,11,0,B,2,12,13125,0,0
WH_108833,Rural,Mid,South,Zone 2,7,0,2,4940,Company Owned,65,0,0,1,257,32,2016,14,0,B+,1,1,17078,0,0
WH_108834,Rural,Mid,West,Zone 2,4,0,3,6714,Rented,33,0,0,0,271,19,1998,27,0,B+,5,1,31130,0,0
WH_108835,Rural,Large,North,Zone 5,5,0,3,5392,Rented,32,0,0,1,92,23,2006,32,0,C,3,17,44150,0,0
WH_108836,Rural,Large,South,Zone 5,0,1,2,5580,Company Owned,23,0,0,1,245,19,2009,24,0,A+,4,10,31101,0,1
WH_108837,Urban,Mid,South,Zone 2,8,0,4,4897,Company Owned,60,0,0,1,262,24,2002,28,0,B+,4,32,35066,0,0
WH_108838,Rural,Small,West,Zone 6,2,0,4,4163,Company Owned,65,0,0,0,129,23,2009,25,1,C,4,8,35131,0,1
WH_108839,Rural,Mid,North,Zone 3,5,0,6,4702,Company Owned,31,0,1,1,151,32,2012,18,0,B+,1,27,21134,0,0
WH_108840,Rural,Small,South,Zone 1,1,0,2,4305,Rented,68,1,1,1,232,28,2009,27,1,A+,5,21,37058,0,1
WH_108841,Rural,Mid,South,Zone 2,0,3,2,5057,Rented,65,0,0,1,84,24,2009,5,0,B+,1,32,6057,0,1
WH_108842,Rural,Large,West,Zone 5,1,0,2,4842,Rented,67,0,0,0,116,33,2009,0,0,Unrated,0,10,5126,1,1
WH_108843,Rural,Mid,South,Zone 2,6,1,3,3920,Company Owned,31,0,0,1,193,30,2009,6,0,B,5,32,7105,0,1
WH_108844,Urban,Mid,West,Zone 4,7,0,4,5053,Rented,33,0,0,0,58,18,2021,5,0,B,1,26,6150,0,0
WH_108845,Rural,Large,North,Zone 6,3,0,2,4539,Company Owned,47,0,0,1,94,58,2007,32,0,B,5,6,38056,0,0
WH_108846,Rural,Large,North,Zone 5,5,2,4,4411,Company Owned,27,0,0,0,66,32,2009,6,0,A,5,14,8098,0,1
WH_108847,Rural,Mid,South,Zone 3,7,0,3,4987,Rented,17,0,0,1,150,31,2015,13,1,A,2,27,18121,0,0
WH_108848,Rural,Small,North,Zone 6,6,2,2,6279,Rented,46,1,0,1,222,40,2009,5,0,C,4,9,7135,0,1
WH_108849,Rural,Mid,South,Zone 4,1,3,2,4418,Company Owned,48,0,0,0,114,19,2009,26,1,C,6,20,34067,0,1
WH_108850,Rural,Mid,West,Zone 4,0,0,4,4478,Company Owned,44,0,0,1,182,40,2009,24,0,A,4,26,30132,0,1
WH_108851,Rural,Mid,West,Zone 2,6,3,4,4767,Company Owned,39,0,0,1,254,31,2009,6,0,C,1,12,8089,0,1
WH_108852,Rural,Large,South,Zone 6,3,1,2,4673,Company Owned,42,0,0,0,153,29,2009,5,0,A,1,23,7055,0,1
WH_108853,Rural,Large,North,Zone 5,3,3,2,5507,Rented,69,0,0,1,245,33,2009,7,1,C,2,17,9108,0,1
WH_108854,Rural,Mid,West,Zone 4,5,0,4,5150,Company Owned,21,0,0,0,186,26,2002,15,1,B,3,11,17117,0,0
WH_108855,Rural,Small,North,Zone 6,8,4,3,4701,Company Owned,17,0,0,1,116,37,1998,16,1,C,4,9,20110,0,0
WH_108856,Rural,Large,North,Zone 6,4,0,3,6093,Rented,44,0,0,0,117,17,2007,24,0,B,4,23,30142,0,0
WH_108857,Rural,Mid,North,Zone 3,0,0,3,4621,Rented,49,0,0,1,100,32,2009,38,0,B+,6,19,47068,0,1
WH_108858,Rural,Large,North,Zone 6,7,0,1,4419,Rented,23,0,0,1,189,26,2003,23,1,A+,4,28,32060,0,0
WH_108859,Urban,Small,West,Zone 6,4,0,4,7343,Company Owned,25,0,0,1,73,27,1999,39,1,A+,3,15,55059,0,0
WH_108860,Rural,Large,West,Zone 5,3,0,3,3273,Company Owned,63,0,0,1,149,25,1998,36,1,A+,4,14,48127,0,0
WH_108861,Rural,Large,North,Zone 6,4,0,2,4850,Rented,42,0,0,0,87,28,1999,36,0,A,5,28,49061,0,0
WH_108862,Rural,Mid,South,Zone 4,3,0,2,5582,Rented,30,1,0,1,222,22,1998,24,0,A,5,26,30125,0,0
WH_108863,Rural,Small,West,Zone 6,1,0,4,5102,Company Owned,65,0,0,0,214,21,2009,16,0,A+,6,15,22102,0,1
WH_108864,Urban,Large,North,Zone 6,7,0,4,4914,Company Owned,20,0,0,1,130,29,2007,18,1,B,5,29,21082,0,0
WH_108865,Rural,Large,North,Zone 5,0,0,2,6378,Company Owned,38,0,0,1,119,35,2009,24,0,C,6,24,31147,0,1
WH_108866,Rural,Mid,South,Zone 3,3,0,2,5337,Rented,62,0,0,1,215,31,2008,23,0,B,6,27,26074,0,0
WH_108867,Rural,Small,South,Zone 1,8,0,3,5186,Rented,30,0,0,1,136,22,2011,15,1,B+,2,21,18078,0,0
WH_108868,Rural,Small,North,Zone 1,3,0,2,4408,Rented,53,0,0,1,78,39,2002,35,1,A+,2,3,50098,0,0
WH_108869,Rural,Large,South,Zone 5,0,0,2,5631,Rented,40,0,0,1,270,28,2009,30,0,A+,4,25,39079,0,1
WH_108870,Rural,Mid,North,Zone 3,8,0,2,4210,Rented,19,0,0,1,152,25,2021,4,0,A,3,19,5121,0,0
WH_108871,Rural,Large,North,Zone 6,5,0,3,4827,Company Owned,26,0,1,1,141,29,2007,17,1,A+,6,6,23126,0,0
WH_108872,Urban,Mid,West,Zone 4,4,0,7,3920,Company Owned,31,0,0,1,200,34,2013,19,0,C,2,26,25126,0,0
WH_108873,Rural,Large,North,Zone 6,5,3,3,4854,Rented,33,0,0,1,212,21,2009,23,0,C,3,28,29116,0,1
WH_108874,Rural,Large,North,Zone 6,5,0,2,7511,Company Owned,53,0,0,0,96,25,2003,15,0,B+,6,6,18126,0,0
WH_108875,Rural,Large,West,Zone 5,1,1,3,4402,Company Owned,33,0,0,1,92,32,2009,16,1,A,2,25,21062,0,1
WH_108876,Rural,Large,North,Zone 5,8,3,3,5557,Rented,48,0,0,0,206,27,2006,19,1,A+,6,17,25090,0,0
WH_108877,Rural,Small,South,Zone 6,4,1,4,4736,Rented,35,0,0,1,143,43,2021,0,0,Unrated,0,2,6110,1,0
WH_108878,Rural,Large,North,Zone 6,4,1,4,4557,Rented,43,0,0,0,159,23,2009,26,0,B,2,29,30105,0,1
WH_108879,Rural,Large,North,Zone 6,1,0,2,5558,Rented,16,0,0,1,92,29,2009,10,0,A,4,6,13130,0,1
WH_108880,Rural,Large,North,Zone 6,1,1,5,6608,Rented,47,0,0,1,68,27,2009,28,0,B+,2,28,34143,0,1
WH_108881,Rural,Large,North,Zone 6,0,0,4,3719,Company Owned,50,0,0,1,202,21,2009,25,0,A+,5,28,31149,0,1
WH_108882,Rural,Large,North,Zone 5,8,1,3,5805,Company Owned,65,0,0,1,257,28,2020,6,0,B+,3,25,7115,0,0
WH_108883,Rural,Large,West,Zone 6,8,3,4,3977,Company Owned,37,0,0,0,187,17,2009,14,1,A+,5,6,18115,0,1
WH_108884,Rural,Small,West,Zone 6,1,0,2,5497,Company Owned,24,1,1,1,57,27,2009,11,0,B,4,15,14127,0,1
WH_108885,Urban,Mid,North,Zone 4,5,0,3,6413,Rented,48,0,0,1,102,28,2006,23,0,C,6,26,31121,0,0
WH_108886,Rural,Mid,South,Zone 2,1,0,3,4277,Rented,33,0,0,1,154,14,2009,16,0,A,3,32,20111,0,1
WH_108887,Rural,Mid,North,Zone 4,7,0,2,6636,Rented,55,0,0,0,158,20,2012,9,1,A,6,26,12134,0,0
WH_108888,Rural,Large,West,Zone 5,2,0,5,4367,Rented,41,0,0,1,269,32,2009,5,0,B+,4,14,6061,0,1
WH_108889,Rural,Small,North,Zone 6,5,5,3,3929,Company Owned,24,0,0,1,256,31,2009,8,1,A,2,9,11081,0,1
WH_108890,Rural,Large,North,Zone 6,1,0,3,3222,Company Owned,34,0,0,1,175,36,2009,21,0,B,6,23,25075,0,1
WH_108891,Rural,Mid,North,Zone 4,3,0,1,4470,Rented,23,0,0,0,250,29,2012,19,0,A,4,26,24069,0,0
WH_108892,Rural,Large,South,Zone 5,0,0,2,4153,Company Owned,60,0,0,1,245,25,2009,19,0,C,5,14,24086,0,1
WH_108893,Rural,Mid,North,Zone 3,6,1,3,5482,Company Owned,70,1,0,1,96,29,2009,16,0,B+,2,19,19092,0,1
WH_108894,Rural,Mid,East,Zone 4,5,3,5,4268,Company Owned,66,0,0,1,119,36,2019,5,0,B+,2,26,6071,0,0
WH_108895,Rural,Large,North,Zone 5,0,0,3,4523,Company Owned,60,1,0,1,207,30,2009,25,0,B,4,24,30058,0,1
WH_108896,Rural,Large,South,Zone 6,2,0,2,4950,Company Owned,54,0,0,1,127,38,2009,24,0,C,4,29,30119,0,1
WH_108897,Rural,Mid,West,Zone 3,3,1,4,5008,Rented,23,0,0,0,168,20,1999,29,1,B,3,19,35133,0,0
WH_108898,Rural,Large,South,Zone 5,3,1,2,5118,Rented,35,0,0,1,66,33,2009,4,1,A+,3,25,6139,0,1
WH_108899,Rural,Large,South,Zone 5,7,0,4,4657,Company Owned,60,0,0,1,147,26,2018,11,1,C,1,25,15099,0,0
WH_108900,Urban,Mid,North,Zone 4,0,0,1,5076,Rented,21,0,0,0,147,27,2009,22,0,A,2,26,30130,0,1
WH_108901,Rural,Large,South,Zone 5,5,0,2,3235,Company Owned,35,0,0,1,125,24,2017,8,0,C,2,10,11099,0,0
WH_108902,Rural,Mid,North,Zone 4,2,1,3,5176,Rented,40,0,0,0,91,15,2009,12,1,B+,2,26,15099,0,1
WH_108903,Rural,Mid,West,Zone 4,0,0,4,4086,Rented,33,0,0,0,132,24,2009,5,0,B,3,11,6143,0,1
WH_108904,Rural,Small,East,Zone 1,0,0,6,4296,Rented,59,0,0,1,237,49,2009,25,0,A,5,31,31120,0,1
WH_108905,Rural,Large,South,Zone 5,3,0,4,6830,Rented,25,0,0,1,91,30,2022,4,0,B+,2,25,4073,0,0
WH_108906,Rural,Mid,South,Zone 3,5,0,2,5903,Company Owned,28,0,0,1,83,32,2021,0,0,Unrated,0,27,6093,1,0
WH_108907,Rural,Mid,West,Zone 4,5,0,4,4622,Rented,42,0,0,0,93,17,2009,14,0,B,6,26,16097,0,1
WH_108908,Rural,Large,West,Zone 5,2,0,4,4373,Rented,19,0,0,0,74,25,2009,12,1,B,2,10,15060,0,1
WH_108909,Urban,Mid,South,Zone 2,6,0,3,4569,Rented,68,0,0,1,271,28,2012,18,1,A+,4,32,24091,0,0
WH_108910,Rural,Large,North,Zone 6,4,0,3,7850,Rented,63,0,0,0,188,28,1999,34,0,B,2,28,42083,0,0
WH_108911,Rural,Large,North,Zone 5,4,1,4,5143,Rented,68,1,0,1,130,30,2002,15,1,A+,4,5,20144,0,0
WH_108912,Rural,Large,North,Zone 6,0,1,2,6230,Rented,45,0,0,1,55,34,2009,16,0,A+,3,23,20109,0,1
WH_108913,Rural,Small,West,Zone 6,5,3,4,4841,Rented,21,0,1,1,74,22,2009,6,1,A+,2,8,8095,0,1
WH_108914,Rural,Mid,North,Zone 2,0,2,3,3553,Company Owned,16,0,1,1,237,29,2009,16,0,A,2,22,21103,0,1
WH_108915,Rural,Small,North,Zone 6,6,1,2,6472,Company Owned,42,0,0,1,112,28,2010,18,0,C,6,13,22109,0,0
WH_108916,Rural,Mid,North,Zone 3,2,1,2,4080,Rented,38,0,0,1,207,24,2009,22,0,A,6,19,29105,0,1
WH_108917,Rural,Small,South,Zone 1,0,0,2,4749,Rented,54,0,0,1,133,27,2009,21,0,A+,3,21,29056,0,1
WH_108918,Rural,Mid,South,Zone 2,5,0,2,6415,Rented,59,0,0,0,80,19,1996,30,0,B+,6,12,36114,0,0
WH_108919,Rural,Mid,North,Zone 2,4,0,2,4263,Company Owned,29,0,0,0,129,33,2009,23,1,A+,5,18,30103,0,1
WH_108920,Rural,Large,South,Zone 6,6,0,2,5116,Company Owned,22,0,0,0,133,39,2013,14,0,B+,2,23,17061,0,0
WH_108921,Rural,Mid,North,Zone 4,7,1,3,4464,Rented,27,0,0,0,254,42,2014,10,0,A,3,26,14124,0,0
WH_108922,Rural,Small,North,Zone 6,8,0,4,4680,Rented,31,0,0,1,90,43,2009,18,0,B,5,9,20105,0,1
WH_108923,Rural,Small,South,Zone 6,3,3,2,4991,Rented,57,0,0,1,261,43,2011,18,1,A,4,15,24115,0,0
WH_108924,Rural,Mid,West,Zone 4,3,0,3,5156,Rented,57,0,0,1,118,30,2007,22,0,C,4,11,28116,0,0
WH_108925,Rural,Mid,West,Zone 2,4,0,2,4369,Rented,29,0,0,1,212,23,2009,20,0,B,3,12,23146,0,0
WH_108926,Rural,Small,West,Zone 1,3,0,4,8652,Rented,46,0,0,0,173,18,2005,29,1,A+,4,30,38096,0,0
WH_108927,Rural,Large,North,Zone 5,5,4,4,4181,Company Owned,37,0,0,1,116,37,2020,5,0,B+,1,24,5057,0,0
WH_108928,Rural,Large,West,Zone 6,5,4,2,4790,Rented,51,0,0,1,124,27,2009,14,0,B+,6,6,16126,0,1
WH_108929,Rural,Mid,West,Zone 2,6,2,3,4231,Rented,30,0,0,0,55,21,2009,20,1,A,6,1,26075,0,1
WH_108930,Rural,Large,South,Zone 5,7,0,4,4433,Company Owned,35,0,0,1,88,29,2021,0,0,Unrated,0,10,5082,1,0
WH_108931,Rural,Mid,West,Zone 3,4,0,3,4862,Company Owned,32,0,0,1,224,28,2019,4,1,C,3,19,5144,0,0
WH_108932,Rural,Mid,South,Zone 2,7,0,2,5201,Company Owned,44,0,0,0,261,30,2011,18,1,A+,2,1,23140,0,0
WH_108933,Rural,Mid,South,Zone 2,3,0,3,6058,Rented,28,0,0,1,131,26,2015,10,0,A,3,32,13070,0,0
WH_108934,Rural,Mid,South,Zone 2,7,1,3,5395,Rented,16,0,0,0,56,18,2009,27,1,A+,4,32,35145,0,1
WH_108935,Rural,Mid,West,Zone 4,2,0,4,4201,Company Owned,66,0,0,1,104,38,2009,20,0,A+,2,26,26080,0,1
WH_108936,Rural,Large,North,Zone 6,8,0,2,1971,Company Owned,21,0,0,1,262,26,1998,24,0,B+,4,23,27140,0,0
WH_108937,Rural,Large,West,Zone 6,3,0,4,3383,Company Owned,51,0,0,1,60,27,2003,23,0,A,2,23,31068,0,0
WH_108938,Rural,Large,South,Zone 5,6,0,2,4478,Company Owned,23,0,0,1,249,31,2019,7,0,C,3,25,9077,0,0
WH_108939,Rural,Small,North,Zone 1,4,0,4,4886,Company Owned,30,0,0,1,78,26,2019,5,1,C,2,21,7066,0,0
WH_108940,Rural,Small,North,Zone 6,5,1,3,3985,Rented,28,0,0,0,155,15,2008,20,0,C,2,9,26089,0,0
WH_108941,Rural,Mid,South,Zone 2,3,0,2,4591,Rented,17,0,0,0,259,52,2010,20,0,A,4,32,26104,0,0
WH_108942,Rural,Mid,North,Zone 4,3,0,3,4920,Company Owned,29,0,0,1,260,31,2019,6,0,B+,2,26,7144,0,0
WH_108943,Rural,Mid,North,Zone 4,3,0,2,5225,Company Owned,47,0,0,1,173,31,2019,10,1,A+,4,26,14131,0,0
WH_108944,Rural,Mid,North,Zone 3,1,4,3,4996,Company Owned,28,0,0,1,204,31,2009,24,0,A+,2,27,30136,0,1
WH_108945,Urban,Small,West,Zone 6,6,2,4,4838,Company Owned,58,0,1,0,70,39,2009,16,1,A+,5,15,20057,0,1
WH_108946,Rural,Mid,West,Zone 4,4,0,4,7828,Company Owned,40,0,0,0,179,26,2015,14,1,A+,4,11,21056,0,0
WH_108947,Rural,Small,South,Zone 6,2,0,2,5232,Rented,42,0,0,0,187,18,2009,31,1,A+,6,2,41096,0,1
WH_108948,Urban,Small,South,Zone 1,5,0,2,5039,Rented,32,0,0,0,243,15,1998,14,1,C,5,16,18140,0,0
WH_108949,Rural,Large,North,Zone 5,0,5,2,5873,Company Owned,29,0,0,0,62,23,2009,0,0,Unrated,0,24,3069,1,1
WH_108950,Rural,Mid,South,Zone 4,4,0,4,5349,Company Owned,58,0,0,1,263,31,2010,19,0,A,5,26,26060,0,0
WH_108951,Rural,Mid,West,Zone 3,6,0,4,6699,Rented,28,0,0,1,63,33,2001,29,0,B+,5,19,36056,0,0
WH_108952,Rural,Mid,North,Zone 2,3,3,3,4182,Company Owned,50,0,0,1,199,21,2009,15,1,A+,2,18,19059,0,1
WH_108953,Rural,Small,South,Zone 6,0,4,2,5489,Rented,19,0,0,0,217,24,2009,12,0,A+,4,2,16102,0,1
WH_108954,Rural,Large,West,Zone 6,3,0,5,3831,Company Owned,58,0,0,1,258,19,2007,19,0,A,5,6,24125,0,0
WH_108955,Rural,Small,North,Zone 6,7,0,1,6011,Company Owned,49,0,0,1,176,21,2001,24,1,C,2,8,34092,0,0
WH_108956,Rural,Small,North,Zone 6,5,0,2,7187,Company Owned,64,0,0,1,63,27,2017,5,0,C,5,9,7066,0,0
WH_108957,Rural,Mid,West,Zone 3,3,1,4,2908,Rented,22,0,0,1,253,30,2009,14,0,C,6,19,17098,0,1
WH_108958,Rural,Mid,West,Zone 3,3,0,4,3997,Rented,44,0,0,0,157,24,2011,20,0,B+,5,19,24089,0,0
WH_108959,Rural,Mid,West,Zone 3,5,0,4,4659,Company Owned,38,0,0,0,216,26,2015,15,1,C,3,19,21150,0,0
WH_108960,Rural,Mid,South,Zone 4,2,0,2,4768,Company Owned,19,0,0,0,149,17,2009,6,0,B,2,26,7073,0,1
WH_108961,Rural,Small,South,Zone 6,1,0,2,5244,Rented,40,0,0,0,254,18,2009,11,0,B+,5,9,12065,0,1
WH_108962,Rural,Large,North,Zone 6,7,1,4,4639,Rented,46,0,0,0,92,26,2007,24,1,A+,5,29,32105,0,0
WH_108963,Rural,Large,North,Zone 6,7,3,4,2450,Company Owned,38,1,0,1,267,27,2004,26,1,B+,4,23,31144,0,0
WH_108964,Rural,Small,North,Zone 6,2,0,4,7100,Rented,16,0,0,1,79,30,2009,20,0,A+,5,9,25065,0,1
WH_108965,Rural,Mid,North,Zone 4,7,1,3,4183,Company Owned,24,0,0,1,119,42,2006,15,0,A,2,26,20085,0,0
WH_108966,Rural,Large,South,Zone 6,2,0,2,4940,Rented,33,0,0,1,164,26,2009,11,0,A+,5,29,15114,0,1
WH_108967,Rural,Large,North,Zone 5,7,0,2,5229,Company Owned,15,0,0,0,101,25,2015,18,0,B,6,17,22073,0,0
WH_108968,Rural,Large,South,Zone 5,0,2,5,4453,Rented,31,0,0,0,172,30,2009,19,0,B+,4,25,23111,0,1
WH_108969,Rural,Mid,West,Zone 4,7,0,2,6576,Rented,69,0,0,0,99,18,2001,34,0,C,3,11,46145,0,0
WH_108970,Rural,Mid,South,Zone 3,5,1,2,6226,Company Owned,59,0,1,1,249,30,2009,16,1,A+,3,27,21149,0,1
WH_108971,Rural,Large,North,Zone 6,4,1,4,6667,Rented,48,0,0,1,258,28,2006,18,0,B+,5,28,20111,0,0
WH_108972,Rural,Mid,West,Zone 3,0,0,2,5227,Rented,24,0,1,1,105,34,2009,12,0,C,5,27,15131,0,1
WH_108973,Urban,Mid,South,Zone 4,3,0,2,5585,Company Owned,16,0,0,0,155,26,2019,7,1,C,2,26,9125,0,0
WH_108974,Rural,Mid,South,Zone 4,1,0,2,4431,Company Owned,18,0,0,1,71,30,2009,24,0,C,6,20,30068,0,1
WH_108975,Rural,Large,North,Zone 6,5,0,3,5027,Company Owned,26,0,0,1,185,44,2010,19,0,B,6,29,22074,0,0
WH_108976,Rural,Large,West,Zone 5,6,3,3,4566,Company Owned,63,0,0,1,182,26,2009,19,1,C,4,14,24096,0,0
WH_108977,Rural,Large,North,Zone 5,1,0,4,4598,Company Owned,46,0,0,1,124,18,2009,0,0,Unrated,0,17,3064,1,1
WH_108978,Rural,Mid,South,Zone 3,4,0,2,6251,Rented,42,0,0,1,93,32,1997,24,0,C,4,27,31136,0,0
WH_108979,Rural,Large,West,Zone 5,3,2,5,5351,Company Owned,17,0,0,1,132,26,2009,9,0,A,2,10,11122,0,1
WH_108980,Urban,Large,West,Zone 5,8,3,3,4461,Rented,67,0,0,0,114,13,2009,26,0,B+,3,10,30148,0,1
WH_108981,Rural,Mid,West,Zone 4,4,2,2,5931,Rented,53,0,0,1,189,30,2009,12,0,C,4,26,15083,0,1
WH_108982,Rural,Small,South,Zone 1,3,0,1,5812,Rented,31,0,0,0,227,27,2017,5,0,A,1,21,6095,0,0
WH_108983,Rural,Mid,North,Zone 2,8,0,3,5968,Company Owned,25,1,0,1,263,29,2009,5,0,B,2,12,6129,0,1
WH_108984,Rural,Large,North,Zone 5,3,2,3,6296,Company Owned,21,0,0,1,159,43,2009,13,1,A+,3,14,17119,0,1
WH_108985,Rural,Small,West,Zone 6,1,0,4,4581,Rented,15,0,0,0,232,20,2009,12,0,C,4,15,15103,0,1
WH_108986,Rural,Mid,West,Zone 4,8,1,4,5217,Company Owned,21,0,0,0,160,22,2008,24,1,A+,5,11,32115,0,0
WH_108987,Rural,Mid,North,Zone 2,3,0,3,3047,Rented,26,0,0,1,244,28,1999,34,0,C,4,18,46130,0,0
WH_108988,Rural,Large,West,Zone 6,0,1,4,4424,Company Owned,23,0,0,1,152,36,2009,4,0,B+,2,6,5146,0,1
WH_108989,Rural,Large,West,Zone 5,3,1,3,4059,Rented,54,0,0,0,225,16,2010,14,0,B+,4,14,16081,0,0
WH_108990,Rural,Mid,West,Zone 3,4,0,3,6200,Company Owned,43,0,0,1,169,22,2000,24,1,A+,5,19,31118,0,0
WH_108991,Rural,Mid,South,Zone 2,3,1,3,5282,Rented,53,0,0,0,210,28,2007,25,1,A+,3,32,33075,0,0
WH_108992,Rural,Mid,East,Zone 4,4,1,3,3911,Company Owned,41,0,0,1,115,49,2001,30,0,B+,5,26,36100,0,0
WH_108993,Urban,Large,North,Zone 5,8,0,2,5435,Company Owned,35,0,0,1,81,36,2022,6,1,C,2,17,9084,0,0
WH_108994,Rural,Large,North,Zone 5,7,0,3,4327,Rented,39,0,0,1,170,28,2006,34,1,A,6,5,48148,0,0
WH_108995,Rural,Small,South,Zone 1,3,0,1,4659,Company Owned,24,1,0,1,136,37,2010,16,1,A,3,3,22118,0,0
WH_108996,Rural,Small,North,Zone 6,0,0,4,5711,Company Owned,47,0,0,0,190,32,2009,15,0,C,6,9,20068,0,1
WH_108997,Rural,Mid,South,Zone 2,4,0,4,4069,Rented,29,0,0,0,247,27,2003,23,1,B+,4,32,30134,0,0
WH_108998,Rural,Mid,West,Zone 4,5,1,2,5122,Company Owned,41,1,0,1,112,33,2017,11,1,A,6,11,15077,0,0
WH_108999,Urban,Large,West,Zone 5,5,1,2,4865,Rented,65,0,0,0,257,31,2009,12,1,A+,5,14,16148,0,1
WH_109000,Rural,Large,West,Zone 6,5,0,3,4701,Company Owned,17,0,0,1,176,36,2016,14,0,B+,2,6,16113,0,0
WH_109001,Rural,Mid,North,Zone 2,1,0,4,3886,Company Owned,57,0,0,1,240,21,2009,14,0,B,1,18,18111,0,1
WH_109002,Rural,Mid,South,Zone 3,3,0,2,5282,Company Owned,41,0,0,1,104,26,2000,24,1,B,4,27,29124,0,0
WH_109003,Rural,Large,South,Zone 5,3,1,2,4875,Rented,39,0,0,1,238,22,2002,33,0,B,6,10,40089,0,0
WH_109004,Rural,Mid,West,Zone 4,8,0,3,6118,Rented,16,0,0,1,72,24,2007,39,1,B,4,11,50055,0,0
WH_109005,Rural,Large,West,Zone 5,1,1,4,3877,Rented,47,1,0,1,132,30,2009,14,1,A,3,5,19067,0,1
WH_109006,Rural,Mid,West,Zone 3,0,0,3,4225,Rented,37,0,0,0,218,23,2009,6,0,C,1,19,8142,0,1
WH_109007,Rural,Mid,South,Zone 3,8,0,2,5978,Company Owned,44,0,0,1,129,26,2015,15,1,A+,1,27,21103,0,0
WH_109008,Rural,Mid,West,Zone 4,0,0,7,4695,Rented,48,0,0,1,134,19,2009,35,0,A+,6,26,48151,0,1
WH_109009,Rural,Mid,West,Zone 4,8,0,5,4923,Company Owned,36,0,0,1,115,21,2020,6,1,C,1,26,8089,0,0
WH_109010,Urban,Small,North,Zone 6,5,0,3,4190,Company Owned,25,0,0,1,244,36,2009,20,1,A+,2,9,26061,0,0
WH_109011,Rural,Mid,East,Zone 4,5,0,4,4357,Rented,65,0,0,0,134,24,2009,5,0,A,4,26,7079,0,1
WH_109012,Rural,Large,North,Zone 6,7,0,4,5253,Rented,52,0,0,1,212,35,1999,25,0,A,3,28,32092,0,0
WH_109013,Rural,Large,South,Zone 5,2,1,2,4642,Rented,21,0,0,0,93,24,2009,21,1,B+,5,10,26060,0,1
WH_109014,Rural,Mid,North,Zone 2,4,0,2,5392,Rented,25,0,0,0,117,20,1998,25,1,A+,5,12,32076,0,0
WH_109015,Rural,Mid,West,Zone 4,6,0,3,4864,Rented,39,0,0,0,220,29,2009,11,1,A+,6,26,14094,0,1
WH_109016,Rural,Small,North,Zone 1,0,3,5,4173,Rented,59,0,0,1,110,28,2009,12,0,A,4,3,15083,0,1
WH_109017,Rural,Mid,North,Zone 2,4,0,3,3863,Company Owned,30,0,0,1,261,24,2012,24,0,A,3,12,33115,0,0
WH_109018,Rural,Mid,North,Zone 4,1,1,4,4262,Company Owned,47,0,0,0,112,32,2009,12,0,A,3,26,17086,0,1
WH_109019,Rural,Large,North,Zone 6,3,0,2,4675,Company Owned,62,0,0,1,96,26,2000,25,0,B,4,28,31107,0,0
WH_109020,Rural,Large,North,Zone 6,3,0,3,3465,Rented,47,0,0,1,246,30,2000,32,0,B+,4,6,39076,0,0
WH_109021,Rural,Mid,North,Zone 2,1,0,2,7064,Company Owned,45,1,0,1,124,29,2009,32,0,B,5,1,40060,0,1
WH_109022,Rural,Mid,West,Zone 4,8,1,5,5326,Rented,26,0,0,0,88,19,2015,22,1,B+,5,26,27108,0,0
WH_109023,Rural,Large,North,Zone 6,4,1,2,3612,Company Owned,50,0,0,1,111,25,2008,13,0,A,4,6,17099,0,0
WH_109024,Rural,Large,West,Zone 6,4,1,2,4859,Rented,61,0,0,0,136,20,2009,15,0,B,6,23,17056,0,1
WH_109025,Rural,Mid,South,Zone 4,8,0,2,3935,Company Owned,20,0,0,0,271,23,2007,26,0,A,2,26,32124,0,0
WH_109026,Urban,Large,North,Zone 6,1,3,3,5346,Company Owned,46,1,0,1,225,30,2009,19,0,A,5,29,24088,0,1
WH_109027,Rural,Large,North,Zone 6,3,0,4,3827,Rented,45,1,0,1,187,34,1997,27,0,A,6,28,37072,0,0
WH_109028,Rural,Mid,West,Zone 3,5,0,2,5426,Rented,30,0,0,0,99,27,2009,6,0,C,2,19,8102,0,1
