Ware_house_ID,split,breakdown_risk,product_wg_ton,storage_issue_reported_l3m,num_refill_req_l3m,govt_check_l3m,transport_issue_l1y,wh_est_year,workers_num,dist_from_hub,Competitor_in_mkt,retail_shop_num,distributor_num,electric_supply,temp_reg_mach,flood_proof,flood_impacted,is_unrated_warehouse,wh_est_year_missing,certificate_grade,capacity_size,Location_type_Urban,wh_owner_type_Rented,zone_East,zone_South,zone_West,WH_regional_zone_Zone_1,WH_regional_zone_Zone_2,WH_regional_zone_Zone_3,WH_regional_zone_Zone_4,WH_regional_zone_Zone_5
WH_115635,train,High Risk,9103,8,7,5,0,2009,37,99,3,6329,46,1,0,0,0,0,1,3,3,0,1,0,0,0,0,0,0,0,1
WH_115636,train,Not High Risk,29100,25,5,12,3,2009,32,209,3,5642,52,1,0,0,1,0,1,2,2,0,0,0,1,0,0,1,0,0,0
WH_115637,test,Not High Risk,7140,6,0,14,1,2009,32,155,4,2455,28,0,0,0,0,0,1,3,3,0,1,0,0,1,0,0,0,0,1
WH_115638,train,High Risk,28098,21,7,6,2,2009,20,263,5,4922,26,0,1,0,0,0,1,5,3,0,0,0,0,1,0,0,0,0,0
WH_115639,train,Not High Risk,5112,0,3,27,0,2021,29,121,2,5027,15,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0
WH_115640,train,Not High Risk,12124,10,2,26,4,2009,29,196,2,5819,23,1,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,1,0
WH_115641,train,Not High Risk,28147,21,8,26,0,2010,22,186,5,4174,20,1,0,0,0,0,0,4,2,0,1,0,0,1,0,0,0,1,0
WH_115642,test,Not High Risk,25077,22,8,28,3,2009,32,223,3,3807,35,1,0,0,0,0,1,3,3,0,1,0,0,0,0,0,0,0,0
WH_115643,train,High Risk,18141,13,2,10,0,2009,37,190,3,3437,70,1,0,0,0,0,1,4,3,0,1,0,1,0,0,0,0,0,1
WH_115644,train,Not High Risk,17116,13,8,19,0,2009,33,93,6,4534,26,1,1,0,0,0,1,5,2,0,0,0,0,1,0,0,1,0,0
WH_115645,train,High Risk,48073,36,1,17,0,2009,22,118,4,5078,55,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1
WH_115646,train,High Risk,32113,27,4,19,0,2004,42,83,5,3332,34,0,0,0,0,0,0,3,2,0,1,0,0,1,0,0,1,0,0
WH_115647,train,High Risk,25144,21,4,26,1,2009,28,141,4,6942,68,1,0,0,0,0,1,2,2,1,1,0,0,1,0,0,0,1,0
WH_115648,train,High Risk,29071,21,5,19,0,2012,37,245,6,4050,50,1,0,0,0,0,0,4,2,0,0,0,0,1,0,0,1,0,0
WH_115649,train,High Risk,43142,33,5,26,1,1998,39,176,4,3736,22,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0
WH_115650,train,Not High Risk,7136,6,3,21,3,2009,16,141,4,4347,64,0,1,0,0,0,1,2,1,0,1,0,0,0,1,0,0,0,0
WH_115651,test,Not High Risk,28118,25,8,6,0,2003,37,130,3,4526,37,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
WH_115652,train,High Risk,39126,29,5,21,0,2002,25,91,2,6085,51,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0
WH_115653,train,Not High Risk,13098,11,5,4,2,2009,23,224,2,4821,49,1,0,0,0,0,1,3,3,0,1,0,0,0,0,0,0,0,0
WH_115654,train,High Risk,51075,38,1,18,0,2009,30,69,3,4721,35,1,1,0,0,0,1,5,2,0,0,0,0,0,0,1,0,0,0
WH_115655,train,Not High Risk,17139,13,4,14,3,2009,28,68,4,4751,26,1,1,0,1,0,1,5,3,0,0,0,0,1,0,0,0,0,1
WH_115656,train,Not High Risk,14121,11,8,22,2,2009,29,255,5,4387,52,1,1,0,0,0,1,5,2,0,1,0,0,0,0,1,0,0,0
WH_115657,train,High Risk,27124,20,6,19,0,2010,33,85,3,6210,34,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,0,0
WH_115658,train,Not High Risk,7059,6,0,14,3,2009,30,256,4,4550,64,1,0,0,1,0,1,1,3,0,1,0,0,1,0,0,0,0,1
WH_115659,test,Not High Risk,41076,31,5,18,0,2005,34,268,7,5142,48,1,1,0,0,0,0,5,2,0,0,0,0,1,0,1,0,0,0
WH_115660,train,High Risk,14117,12,4,11,0,2009,30,140,2,6815,44,1,1,0,1,0,1,3,2,0,1,0,0,1,0,0,0,1,0
WH_115661,train,Not High Risk,34109,26,7,2,1,2005,26,101,2,8325,57,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
WH_115662,train,Not High Risk,30105,24,1,19,0,2009,39,201,1,5911,69,1,0,0,0,0,1,4,2,0,0,0,1,0,0,0,1,0,0
WH_115663,train,Not High Risk,28056,23,6,19,3,2009,19,247,2,3316,66,0,1,0,0,0,1,3,2,1,1,0,1,0,0,0,1,0,0
WH_115664,train,High Risk,15151,13,8,24,1,2010,29,74,3,4615,52,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,1
WH_115665,train,Not High Risk,27079,20,5,23,0,2010,26,116,2,4926,24,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0
WH_115666,test,Not High Risk,8137,6,1,26,0,2009,31,184,2,5269,24,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,1,0
WH_115667,train,Not High Risk,33079,25,0,3,0,2009,33,151,3,5241,53,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,0,0,0
WH_115668,train,High Risk,38111,28,0,19,0,2009,32,125,3,3475,28,1,0,0,0,0,1,1,2,1,1,0,1,0,0,0,1,0,0
WH_115669,train,High Risk,23071,17,7,4,0,2007,29,194,2,5689,41,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0
WH_115670,train,Not High Risk,40130,29,0,3,0,2009,44,127,4,4887,70,1,0,0,0,0,1,5,1,0,0,0,0,1,1,0,0,0,0
WH_115671,train,Not High Risk,33124,24,5,9,0,2003,25,131,2,5342,28,1,0,0,1,0,0,4,1,0,1,0,1,0,0,0,0,0,0
WH_115672,test,High Risk,23076,19,6,30,0,2009,17,147,2,8429,40,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0
WH_115673,train,Not High Risk,10113,7,2,28,0,2009,28,57,3,4013,54,1,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0
WH_115674,train,High Risk,29068,24,1,11,0,2009,22,136,3,5024,32,1,1,0,0,0,1,3,2,0,1,0,0,1,0,0,0,1,0
WH_115675,train,High Risk,23120,19,2,32,0,2009,32,226,2,6323,28,1,0,0,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0
WH_115676,train,Not High Risk,39096,31,0,26,0,2009,30,175,4,4101,40,1,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,1,0
WH_115677,test,High Risk,24077,20,6,18,1,2002,53,68,2,5552,37,1,0,0,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0
WH_115678,train,High Risk,22065,18,0,28,1,2009,27,125,3,5512,59,1,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
WH_115679,train,Not High Risk,33131,26,3,6,0,2002,42,209,3,4433,32,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0
WH_115680,train,Not High Risk,26058,23,0,14,0,2009,32,111,3,5431,55,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1
WH_115681,train,High Risk,34121,27,6,25,0,2002,16,216,3,3996,27,0,0,0,0,0,0,3,3,0,1,0,1,0,0,0,0,0,1
WH_115682,train,Not High Risk,18112,15,0,22,1,2009,17,138,2,5527,61,0,0,0,0,0,1,2,2,0,1,0,1,0,0,1,0,0,0
WH_115683,train,Not High Risk,9057,7,0,17,2,2009,28,100,3,4048,21,1,0,0,0,0,1,2,3,1,1,0,0,0,0,0,0,0,1
WH_115684,train,High Risk,24125,18,3,23,3,2009,35,211,4,4479,38,1,1,0,1,0,1,1,3,0,0,0,0,1,0,0,0,0,0
WH_115685,train,High Risk,20104,15,6,10,3,2009,32,74,2,4284,25,1,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,1
WH_115686,train,High Risk,45139,33,7,27,0,2003,29,102,3,4658,24,1,0,1,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0
WH_115687,test,Not High Risk,19107,13,2,31,0,2009,23,124,3,6595,18,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0
WH_115688,train,High Risk,20139,17,8,30,0,2006,17,115,4,6049,39,0,1,0,0,0,0,3,1,0,1,0,0,1,1,0,0,0,0
WH_115689,train,Not High Risk,26088,20,3,12,0,2009,26,262,4,6991,52,0,1,0,0,0,1,5,2,0,0,0,0,1,0,1,0,0,0
WH_115690,train,High Risk,30064,24,2,9,0,2009,26,160,2,4426,41,1,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0
WH_115691,train,Not High Risk,10091,7,0,26,0,2009,30,258,3,4280,64,1,0,0,1,0,1,1,2,0,1,0,0,1,0,0,0,1,0
WH_115692,train,Not High Risk,19142,16,4,19,2,2009,42,210,4,3860,49,1,0,0,1,0,1,2,2,0,0,0,0,1,0,0,1,0,0
WH_115693,train,Not High Risk,5113,4,1,12,3,2009,37,168,2,4872,39,1,0,0,0,0,1,1,2,0,1,0,0,0,0,1,0,0,0
WH_115694,test,Not High Risk,52058,38,0,25,0,2009,17,233,2,5073,36,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,1
WH_115695,test,High Risk,43084,31,4,11,0,2001,19,122,4,3999,35,0,0,0,0,0,0,4,2,0,1,0,0,1,0,0,0,1,0
WH_115696,train,Not High Risk,15112,11,6,25,0,2012,42,123,4,5630,30,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1
WH_115697,test,High Risk,31086,25,6,25,2,1996,26,196,2,4546,70,1,0,0,1,0,0,4,3,0,0,0,0,1,0,0,0,0,1
WH_115698,test,Not High Risk,21093,16,8,26,0,2008,25,201,4,4886,18,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0
WH_115699,train,Not High Risk,25066,20,8,26,0,2010,27,99,3,5488,46,1,0,0,1,0,0,2,2,0,0,0,0,1,0,0,0,1,0
WH_115700,train,Not High Risk,3056,0,8,27,3,2009,32,235,3,4719,24,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0
WH_115701,train,High Risk,24127,19,7,25,0,2011,20,231,3,5508,39,1,1,0,0,0,0,5,3,1,1,0,0,0,0,0,0,0,1
WH_115702,train,High Risk,31056,24,4,26,1,2006,26,223,3,4127,46,1,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,1,0
WH_115703,train,High Risk,34140,25,8,4,0,1997,24,210,3,4850,65,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0
WH_115704,train,High Risk,14097,11,3,16,0,2016,16,63,2,5194,41,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
WH_115705,test,High Risk,17140,14,0,26,0,2009,45,186,2,3519,53,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,1,0
WH_115706,train,Not High Risk,39105,29,0,23,0,2009,24,79,1,4288,40,0,0,1,0,0,1,5,3,0,1,0,0,1,0,0,0,0,0
WH_115707,train,Not High Risk,19127,15,2,25,0,2009,36,82,2,5505,47,0,0,0,0,0,1,3,3,0,1,0,1,0,0,0,0,0,1
WH_115708,train,Not High Risk,13149,11,8,10,0,2017,31,258,2,5134,47,1,0,0,0,0,0,2,3,0,1,0,1,0,0,0,0,0,1
WH_115709,test,High Risk,6084,5,7,26,3,2009,31,61,2,3287,52,1,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,1,0
WH_115710,train,Not High Risk,9096,7,8,9,0,2020,46,228,3,8525,70,1,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0
WH_115711,train,High Risk,29071,23,2,19,2,2009,25,267,3,7513,55,0,0,0,0,0,1,5,2,1,1,0,0,1,0,0,1,0,0
WH_115712,train,Not High Risk,6120,4,5,30,3,2009,28,203,3,5580,50,0,0,0,0,0,1,4,1,0,1,0,0,1,1,0,0,0,0
WH_115713,train,Not High Risk,33089,26,1,21,0,2009,39,228,2,4827,59,1,0,1,0,0,1,3,1,0,1,0,0,0,1,0,0,0,0
WH_115714,train,High Risk,18084,14,1,13,2,2009,33,265,4,4597,66,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
WH_115715,train,Not High Risk,33076,27,7,25,0,2000,46,233,3,3331,66,1,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,1
WH_115716,train,Not High Risk,5120,4,4,28,0,2020,25,150,4,4198,46,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
WH_115717,test,Not High Risk,39081,31,4,29,0,2000,23,153,2,5016,30,1,0,0,0,0,0,3,3,0,1,0,1,0,0,0,0,0,0
WH_115718,test,High Risk,10109,8,4,27,0,2009,49,185,3,3128,45,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0
WH_115719,train,High Risk,23149,17,8,1,1,2009,32,65,2,5989,32,1,1,0,0,0,1,1,2,0,1,0,0,0,0,1,0,0,0
WH_115720,train,Not High Risk,6140,5,4,26,0,2020,22,96,2,5424,37,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0,1,0
WH_115721,train,High Risk,37078,30,7,19,0,1996,24,211,3,4716,47,1,0,0,0,0,0,3,2,0,1,0,0,1,0,0,1,0,0
WH_115722,train,Not High Risk,24090,18,3,13,4,2010,21,101,3,4715,69,1,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
WH_115723,train,High Risk,29079,22,6,14,0,2010,28,264,3,4905,64,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1
WH_115724,train,High Risk,16134,13,1,12,1,2009,32,248,4,4414,40,1,0,0,0,0,1,1,2,1,0,0,0,1,0,1,0,0,0
WH_115725,train,Not High Risk,8089,6,2,9,0,2009,24,142,4,5528,24,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0
WH_115726,train,High Risk,23096,18,0,26,0,2009,26,164,4,5098,37,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,1,0
WH_115727,train,Not High Risk,5057,4,4,32,0,2019,37,190,2,6430,19,1,0,0,1,0,0,4,2,0,0,0,1,0,0,1,0,0,0
WH_115728,test,High Risk,29064,23,6,26,0,2000,27,111,4,6362,30,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0
WH_115729,train,Not High Risk,44130,33,2,23,0,2009,29,69,2,4215,64,1,0,0,1,0,1,5,3,0,0,0,0,1,0,0,0,0,0
WH_115730,test,Not High Risk,3108,0,5,1,0,2009,28,206,2,5260,50,0,0,0,0,1,1,0,2,0,0,0,1,0,0,1,0,0,0
WH_115731,train,Not High Risk,8108,7,7,11,0,2019,27,244,3,4225,44,1,1,0,0,0,0,3,2,0,0,0,0,1,0,0,0,1,0
WH_115732,train,High Risk,26091,20,4,10,3,2009,30,168,3,4435,67,1,1,0,0,0,1,5,3,0,0,0,0,1,0,0,0,0,1
WH_115733,train,Not High Risk,5112,5,2,32,0,2009,27,149,3,5112,30,1,0,0,0,0,1,2,2,0,0,0,1,0,0,1,0,0,0
WH_115734,train,High Risk,7117,5,2,19,2,2009,35,171,4,4370,60,1,0,0,0,0,1,5,2,1,0,0,0,1,0,0,1,0,0
WH_115735,train,High Risk,30088,25,5,14,0,2002,30,100,4,5725,36,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,1
WH_115736,test,High Risk,20091,16,8,31,1,2009,26,163,2,5185,70,1,0,0,0,0,1,4,1,0,0,1,0,0,1,0,0,0,0
WH_115737,train,Not High Risk,13063,10,5,9,1,2015,25,126,2,4645,24,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0
WH_115738,train,Not High Risk,21107,16,0,8,1,2009,21,179,2,5439,44,0,0,0,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0
WH_115739,train,Not High Risk,6144,4,4,12,0,2009,24,141,2,4439,42,0,0,0,0,0,1,4,2,0,0,0,0,0,0,1,0,0,0
WH_115740,train,Not High Risk,10101,7,6,10,0,2020,38,136,2,5760,56,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,1
WH_115741,train,Not High Risk,29136,21,7,18,0,2012,24,113,4,3879,35,1,0,0,0,0,0,4,2,0,0,0,0,1,0,1,0,0,0
WH_115742,test,Not High Risk,23135,17,8,12,0,2013,25,71,2,3450,69,1,1,0,0,0,0,5,2,0,0,0,1,0,0,1,0,0,0
WH_115743,test,High Risk,24089,19,0,21,0,2009,24,181,2,4234,32,1,0,0,0,0,1,3,1,0,1,0,1,0,1,0,0,0,0
WH_115744,train,Not High Risk,10128,7,3,12,0,2020,24,200,3,4345,50,1,0,0,0,0,0,4,2,0,1,0,0,0,0,1,0,0,0
WH_115745,test,High Risk,18105,14,6,18,2,2009,31,151,4,3703,20,1,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0
WH_115746,train,Not High Risk,28086,23,4,23,3,2009,24,66,3,4842,21,0,1,0,0,0,1,2,3,0,0,0,0,1,0,0,0,0,0
WH_115747,train,Not High Risk,10094,9,4,2,0,2014,19,218,3,4812,15,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0
WH_115748,train,Not High Risk,13063,11,1,28,0,2009,32,66,1,5001,58,1,0,0,0,0,1,3,3,0,1,0,0,0,0,0,0,0,0
WH_115749,test,High Risk,29056,23,3,27,3,2000,29,61,3,4561,54,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0
WH_115750,test,Not High Risk,25122,21,7,23,1,2010,30,94,3,5189,55,1,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0
WH_115751,train,Not High Risk,27073,20,1,28,0,2009,28,204,5,3494,62,1,0,0,0,0,1,4,3,0,1,0,0,0,0,0,0,0,0
WH_115752,train,High Risk,31107,25,8,11,4,2009,30,159,3,4319,44,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,1,0
WH_115753,train,Not High Risk,22123,19,1,23,0,2009,28,229,5,4188,17,1,0,0,0,0,1,3,3,0,1,0,0,1,0,0,0,0,0
WH_115754,train,Not High Risk,30120,21,5,4,0,2013,26,147,3,6140,62,1,1,0,1,0,0,5,3,0,1,0,0,0,0,0,0,0,0
WH_115755,train,High Risk,30059,24,4,26,5,2009,24,218,2,4887,35,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0
WH_115756,train,High Risk,16074,12,3,26,0,2017,29,244,6,5956,37,1,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,1,0
WH_115757,test,Not High Risk,26073,20,1,31,1,2009,37,247,2,5615,34,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
WH_115758,train,High Risk,28091,25,5,16,4,2009,29,181,4,2780,61,1,0,0,0,0,1,3,1,0,0,0,1,0,1,0,0,0,0
WH_115759,train,Not High Risk,32125,27,2,10,0,2009,37,71,2,3896,63,1,0,0,0,0,1,3,3,0,0,0,1,0,0,0,0,0,1
WH_115760,train,High Risk,22107,16,6,1,0,2015,30,144,2,7230,34,1,0,0,0,0,0,4,2,0,1,0,0,0,0,1,0,0,0
WH_115761,train,High Risk,6141,5,4,6,0,2019,22,174,4,6236,17,0,1,0,0,0,0,2,3,0,1,0,0,1,0,0,0,0,0
WH_115762,train,Not High Risk,24069,19,3,13,0,2007,36,144,2,3947,15,1,1,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0
WH_115763,train,Not High Risk,10065,9,2,10,0,2009,30,218,4,3407,61,1,1,0,0,0,1,2,3,0,0,0,0,1,0,0,0,0,1
WH_115764,train,Not High Risk,27130,23,7,9,0,2007,40,209,1,4462,63,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0
WH_115765,train,Not High Risk,8122,6,1,23,2,2009,29,98,3,5477,38,1,0,0,0,0,1,5,3,0,0,0,0,1,0,0,0,0,0
WH_115766,train,High Risk,48132,39,5,9,0,1998,21,209,2,5658,35,1,0,1,1,0,0,3,1,0,1,0,1,0,0,0,0,0,0
WH_115767,train,Not High Risk,28067,24,4,23,0,2006,23,255,4,5348,63,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0
WH_115768,train,High Risk,26101,19,4,30,0,2008,24,97,4,4785,65,1,0,0,0,0,0,4,1,0,1,0,0,0,1,0,0,0,0
WH_115769,train,High Risk,13078,11,5,26,4,2016,25,210,4,3529,61,0,1,0,0,0,0,2,2,1,0,0,0,1,0,0,0,1,0
WH_115770,train,Not High Risk,30083,21,5,32,0,2016,31,261,3,5057,26,1,0,0,0,0,0,4,2,0,1,0,1,0,0,1,0,0,0
WH_115771,test,High Risk,31066,25,0,28,0,2009,33,153,3,4909,57,1,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0
WH_115772,train,High Risk,17120,14,7,12,1,2011,23,154,2,4538,56,1,0,0,1,0,0,2,2,0,0,0,1,0,0,1,0,0,0
WH_115773,train,High Risk,38150,32,2,26,0,2009,30,246,2,4568,18,1,1,0,0,0,1,3,2,0,1,0,0,0,0,0,0,1,0
WH_115774,train,Not High Risk,41080,31,3,11,1,2000,29,267,3,7336,47,1,0,0,0,0,0,4,2,0,1,0,0,1,0,0,0,1,0
WH_115775,train,Not High Risk,11135,10,5,10,0,2013,42,67,4,4458,34,0,1,0,0,0,0,2,3,0,1,0,1,0,0,0,0,0,1
WH_115776,train,High Risk,27058,23,6,19,0,2007,32,264,4,5109,35,1,0,0,0,0,0,3,2,0,0,0,0,1,0,0,1,0,0
WH_115777,train,Not High Risk,12133,10,1,32,0,2009,33,257,2,5820,55,1,0,1,0,0,1,3,2,0,0,0,1,0,0,1,0,0,0
WH_115778,train,Not High Risk,4117,4,2,26,3,2009,35,102,4,4758,63,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,1,0
WH_115779,train,Not High Risk,24084,18,8,14,1,2008,27,112,4,5064,60,0,1,0,0,0,0,5,3,0,0,0,0,1,0,0,0,0,1
WH_115780,train,Not High Risk,17062,15,6,31,0,2014,34,96,4,5049,51,1,0,0,1,0,0,3,1,0,1,0,0,0,1,0,0,0,0
WH_115781,train,High Risk,22087,17,3,31,0,2009,26,167,3,5323,63,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
WH_115782,train,High Risk,13059,9,8,25,0,2016,43,140,2,4664,50,1,1,0,0,0,0,5,3,0,0,0,1,0,0,0,0,0,1
WH_115783,train,Not High Risk,11110,9,6,9,0,2018,30,86,3,3357,67,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0
WH_115784,train,Not High Risk,4105,4,0,30,3,2009,26,77,2,6121,47,0,0,0,0,0,1,2,1,0,1,0,1,0,1,0,0,0,0
WH_115785,train,Not High Risk,25122,19,4,24,0,2009,42,84,4,4215,58,1,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1
WH_115786,train,Not High Risk,18093,15,1,1,0,2009,30,158,2,4770,51,1,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,0,0
WH_115787,test,Not High Risk,25135,19,5,27,0,2011,29,257,4,4559,23,1,1,0,0,0,0,5,2,0,1,1,0,0,0,0,1,0,0
WH_115788,train,Not High Risk,39133,30,2,3,1,2009,30,120,2,5691,42,0,0,0,0,0,1,5,1,0,0,0,0,1,1,0,0,0,0
WH_115789,train,Not High Risk,7071,6,7,11,1,2015,26,180,4,4411,45,1,1,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0
WH_115790,train,High Risk,26142,20,7,15,1,2013,29,89,4,5975,34,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0
WH_115791,train,High Risk,29085,23,1,10,0,2009,44,156,1,6209,20,1,0,0,0,0,1,4,3,1,0,0,1,0,0,0,0,0,1
WH_115792,train,Not High Risk,29124,25,7,2,0,2009,31,115,2,5369,16,1,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0
WH_115793,train,Not High Risk,23135,20,6,14,0,2008,28,211,4,4620,68,1,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,1
WH_115794,train,Not High Risk,29098,25,7,32,0,1999,26,205,2,5070,33,1,0,0,0,0,0,3,2,0,1,0,1,0,0,1,0,0,0
WH_115795,train,Not High Risk,23134,19,1,27,0,2009,26,227,2,4909,62,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0
WH_115796,test,High Risk,6101,5,1,31,1,2009,23,270,4,5967,60,0,0,0,0,0,1,3,1,0,0,0,0,1,1,0,0,0,0
WH_115797,train,High Risk,28087,23,6,20,1,2005,18,271,3,5611,16,0,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,1,0
WH_115798,train,Not High Risk,5096,4,0,27,2,2009,28,124,2,4976,45,1,0,0,0,0,1,1,2,1,1,0,0,0,0,0,1,0,0
WH_115799,train,Not High Risk,16117,13,3,27,0,2016,28,158,4,3808,35,1,0,1,1,0,0,3,2,0,1,0,0,1,0,0,1,0,0
WH_115800,train,High Risk,22094,18,1,6,0,2009,31,104,4,5283,61,1,0,0,0,0,1,1,3,0,0,0,0,1,0,0,0,0,0
WH_115801,train,High Risk,22136,19,6,27,3,2009,35,240,2,5768,67,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,1,0,0
WH_115802,train,Not High Risk,22076,18,3,27,1,2015,46,129,3,5227,40,1,1,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0
WH_115803,train,High Risk,24067,19,7,30,0,2009,22,116,3,10156,62,1,0,0,0,0,1,4,1,0,1,0,0,1,1,0,0,0,0
WH_115804,train,High Risk,26118,20,7,6,3,2009,25,223,2,4499,23,0,1,0,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0
WH_115805,train,High Risk,6093,5,2,23,4,2009,29,142,2,6537,57,1,0,0,0,0,1,3,3,0,0,0,0,1,0,0,0,0,0
WH_115806,train,High Risk,5143,4,4,6,1,2009,30,253,4,4097,41,1,1,0,0,0,1,2,3,0,1,0,0,0,0,0,0,0,0
WH_115807,test,Not High Risk,6081,5,7,23,1,2021,27,111,2,4716,28,1,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0
WH_115808,train,High Risk,14148,11,6,8,4,2012,30,271,2,5043,56,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
WH_115809,train,Not High Risk,26064,22,3,14,2,2009,27,233,2,3986,36,1,0,0,0,0,1,2,3,0,0,0,1,0,0,0,0,0,1
WH_115810,train,Not High Risk,30141,24,4,2,0,2004,32,142,3,4419,23,0,1,1,1,0,0,5,1,0,0,0,1,0,0,0,0,0,0
WH_115811,train,Not High Risk,6111,5,2,11,0,2009,32,254,4,2786,70,1,0,0,0,0,1,2,2,0,1,0,0,1,0,0,0,1,0
WH_115812,train,High Risk,29072,20,6,15,0,2011,33,271,5,5805,55,1,1,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0
WH_115813,train,High Risk,13094,11,5,11,2,2009,28,91,4,6406,67,1,0,1,1,0,1,2,2,0,0,0,0,1,0,0,0,1,0
WH_115814,train,Not High Risk,28110,22,0,28,0,2009,39,234,3,7361,66,1,0,1,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0
WH_115815,train,Not High Risk,19096,15,8,1,0,2006,29,192,4,4838,48,1,1,0,0,0,0,2,2,0,1,0,0,1,0,1,0,0,0
WH_115816,train,Not High Risk,6115,5,0,10,0,2009,56,270,4,4452,25,1,0,0,0,0,1,1,3,0,1,0,1,0,0,0,0,0,1
