Ware_house_ID,product_wg_ton,num_refill_req_l3m,transport_issue_l1y,wh_breakdown_l3m
WH_113834,22064,8,0,3
WH_113835,17126,0,1,6
WH_113837,24128,2,3,2
WH_113838,30059,1,0,2
WH_113839,28117,5,3,6
WH_113840,20109,7,0,3
WH_113841,10095,4,0,2
WH_113842,14073,0,4,5
WH_113843,45133,1,0,3
WH_113844,32149,2,0,6
WH_113845,23126,8,0,1
WH_113846,52069,4,0,3
WH_113847,42124,5,1,4
WH_113848,30118,0,0,3
WH_113849,29059,8,1,6
WH_113850,21098,1,0,3
WH_113851,18087,8,0,5
WH_113852,20074,7,3,5
WH_113854,33115,5,2,2
WH_113855,25119,4,1,2
WH_113856,16095,5,5,2
WH_113857,24135,0,0,1
WH_113858,26092,0,2,6
WH_113859,21150,4,4,3
WH_113860,21060,6,1,6
WH_113861,31060,6,2,2
WH_113862,51122,0,0,5
WH_113863,28131,7,1,4
WH_113864,19127,3,1,6
WH_113865,33067,5,1,3
WH_113866,7133,0,0,4
WH_113867,27072,6,0,4
WH_113868,15131,5,0,5
WH_113869,25144,0,0,3
WH_113870,5098,0,2,3
WH_113871,18118,6,2,3
WH_113872,9108,4,1,3
WH_113873,7107,7,0,3
WH_113874,51087,5,1,6
WH_113875,26138,8,0,5
WH_113876,38149,8,0,5
WH_113877,5060,0,3,3
WH_113878,11140,5,0,5
WH_113879,17140,8,0,3
WH_113880,19099,8,3,2
WH_113881,5107,3,0,2
WH_113882,32076,3,0,5
WH_113883,33097,7,0,6
WH_113884,43119,6,0,4
WH_113885,28091,6,0,5
WH_113886,31115,5,3,4
WH_113887,31084,4,0,4
WH_113888,23131,4,0,2
WH_113889,36079,7,0,2
WH_113890,8097,8,2,2
WH_113891,6101,5,1,3
WH_113892,43082,1,1,4
WH_113893,15135,7,0,2
WH_113894,5070,0,0,1
WH_113895,30136,3,0,5
WH_113896,27144,1,0,4
WH_113897,30097,6,0,6
WH_113898,22119,5,0,6
WH_113899,26073,1,0,2
WH_113900,30111,7,0,2
WH_113901,28091,4,0,4
WH_113902,5117,8,0,1
WH_113903,28082,7,2,5
WH_113904,31133,0,0,4
WH_113905,5077,2,1,2
WH_113906,17131,3,0,3
WH_113907,6144,1,3,5
WH_113908,31115,1,0,4
WH_113909,19099,8,0,4
WH_113910,28107,0,0,2
WH_113911,31103,6,5,4
WH_113912,30070,1,1,6
WH_113913,12130,8,0,5
WH_113914,50112,1,0,4
WH_113915,18135,4,2,5
WH_113916,32114,0,3,4
WH_113917,15140,8,0,1
WH_113918,16101,1,0,4
WH_113919,16138,6,0,5
WH_113920,22076,5,2,3
WH_113921,22134,2,0,6
WH_113922,28149,3,3,3
WH_113923,6120,7,0,3
WH_113924,4091,6,2,1
WH_113925,17075,0,0,3
WH_113926,7118,1,0,3
WH_113927,30125,8,0,4
WH_113928,11131,8,2,3
WH_113929,21059,6,0,6
WH_113930,20084,3,3,5
WH_113931,45121,6,0,3
WH_113932,19109,1,3,3
WH_113933,35141,2,0,6
WH_113934,16121,4,3,2
WH_113935,29099,8,0,6
WH_113936,21134,0,0,5
WH_113937,29088,5,1,6
WH_113938,38135,5,1,4
WH_113939,5063,4,0,2
WH_113940,10070,0,0,3
WH_113941,23150,2,3,5
WH_113942,25070,6,1,2
WH_113944,31082,1,0,4
WH_113945,24148,8,3,3
WH_113946,5140,4,0,3
WH_113947,6071,7,0,2
WH_113948,19145,3,1,6
WH_113949,31108,2,0,5
WH_113950,36135,5,0,5
WH_113951,7055,0,1,2
WH_113952,17055,5,3,6
WH_113953,30056,6,0,4
WH_113954,5068,2,3,3
WH_113955,6106,5,0,2
WH_113956,41133,2,0,4
WH_113957,6090,0,0,3
WH_113959,28099,4,0,6
WH_113960,11140,6,0,1
WH_113961,8139,1,3,1
WH_113962,25146,8,0,6
WH_113963,31078,1,0,2
WH_113964,6082,8,0,2
WH_113965,25058,4,0,2
WH_113966,26103,2,0,4
WH_113967,15087,0,0,5
WH_113968,19121,2,0,6
WH_113969,32144,2,0,3
WH_113970,51110,3,0,4
WH_113971,6108,6,2,2
WH_113972,12064,5,0,5
WH_113973,15091,1,0,3
WH_113974,14143,0,2,1
WH_113975,24090,1,0,3
WH_113976,16116,5,0,2
WH_113977,32119,7,5,6
WH_113978,28136,3,2,4
WH_113979,50149,7,1,4
WH_113980,13102,3,1,3
WH_113981,18129,7,0,5
WH_113982,22107,5,3,4
WH_113983,31133,0,3,3
WH_113984,20116,7,1,5
WH_113986,5104,0,1,1
WH_113987,27147,8,0,3
WH_113988,32055,0,0,5
WH_113989,7150,0,0,1
WH_113990,9099,1,1,6
WH_113991,8142,4,1,2
WH_113992,17146,4,0,4
WH_113993,22150,7,1,5
WH_113994,25086,3,0,2
WH_113995,23127,3,2,4
WH_113996,34067,0,3,6
WH_113997,6093,6,2,3
WH_113998,24101,7,0,4
WH_113999,18132,4,1,5
WH_114000,8075,7,0,3
WH_114001,28076,1,0,3
WH_114002,20094,7,1,4
WH_114003,6098,7,3,1
WH_114004,31065,3,0,3
WH_114005,18094,0,0,6
WH_114006,5127,7,1,3
WH_114007,29073,3,0,6
WH_114008,49084,5,0,4
WH_114009,32121,5,2,2
WH_114011,6096,8,1,3
WH_114012,6056,1,1,2
WH_114013,31126,4,0,2
WH_114014,24111,5,3,6
WH_114015,5131,1,0,2
WH_114016,31124,3,0,2
WH_114017,31097,8,0,5
WH_114018,17134,1,0,4
WH_114019,48095,1,0,6
WH_114020,53094,4,0,3
WH_114021,9059,6,0,2
WH_114022,33092,0,0,4
WH_114023,33068,8,1,3
WH_114024,5105,1,0,3
WH_114025,18082,7,0,2
WH_114026,7090,4,1,4
WH_114027,28074,4,0,6
WH_114028,23065,4,1,6
WH_114029,28102,5,1,3
WH_114031,37072,6,0,2
WH_114032,7084,3,0,2
WH_114033,10058,7,0,2
WH_114034,21113,2,0,2
WH_114035,19096,8,0,4
WH_114036,28127,2,2,6
WH_114037,31124,0,1,2
WH_114038,30147,8,0,4
WH_114039,29063,6,0,1
WH_114040,11132,2,1,5
WH_114041,13133,3,2,2
WH_114042,16136,8,0,5
WH_114043,26149,2,0,3
WH_114044,30138,1,0,3
WH_114045,20062,7,3,6
WH_114046,16101,7,0,2
WH_114047,24066,7,0,6
WH_114048,10113,1,0,1
WH_114049,12129,5,0,2
WH_114050,30106,2,0,4
WH_114051,24136,4,1,2
WH_114052,25071,5,5,2
WH_114053,50055,0,0,4
WH_114054,6090,1,0,2
WH_114055,42089,7,0,6
WH_114056,7088,7,0,2
WH_114057,30083,0,0,4
WH_114058,20105,1,1,6
WH_114059,5136,4,1,3
WH_114060,6138,5,0,2
WH_114061,25114,3,0,3
WH_114062,11133,8,1,6
WH_114063,34135,1,2,2
WH_114064,15144,7,1,5
WH_114065,24059,5,0,2
WH_114066,20140,7,0,5
WH_114067,30128,7,0,2
WH_114068,23140,5,2,5
WH_114069,19096,3,0,3
WH_114070,5099,8,0,1
WH_114071,32055,3,0,2
WH_114072,27124,6,0,5
WH_114073,30062,7,0,1
WH_114074,32118,8,0,3
WH_114075,15114,7,0,3
WH_114076,17105,4,0,5
WH_114077,20076,1,0,6
WH_114078,6062,3,1,1
WH_114079,43083,5,0,3
WH_114080,30145,0,0,6
WH_114081,32134,0,0,5
WH_114082,9104,7,0,1
WH_114083,33079,6,2,6
WH_114084,51122,2,0,5
WH_114085,5118,0,1,1
WH_114086,25078,3,2,6
WH_114087,24058,5,1,2
WH_114089,20147,4,0,5
WH_114090,33086,3,0,6
WH_114091,32095,7,0,5
WH_114092,38100,0,1,4
WH_114093,27116,1,0,3
WH_114094,18101,3,0,3
WH_114095,34126,0,1,3
WH_114096,20139,8,0,2
WH_114097,21056,6,3,3
WH_114098,16098,0,0,6
WH_114099,28112,1,5,3
WH_114100,15147,7,0,6
WH_114101,17091,6,1,5
WH_114102,30085,4,0,3
WH_114103,13149,4,1,1
WH_114104,18105,1,3,6
WH_114105,18096,6,1,2
WH_114106,37104,5,0,5
WH_114107,21110,8,0,4
WH_114108,48055,4,0,4
WH_114109,29140,8,2,3
WH_114110,18100,2,1,4
WH_114111,20064,5,0,3
WH_114112,28120,4,2,6
WH_114113,22138,2,1,4
WH_114114,13062,5,0,5
WH_114115,25102,8,0,1
WH_114116,18112,5,0,4
WH_114117,25063,0,0,5
WH_114118,24062,6,0,6
WH_114119,31144,2,0,5
WH_114120,16077,6,1,4
WH_114121,29062,6,0,3
WH_114122,8083,0,0,3
WH_114123,9097,8,1,1
WH_114125,11141,6,0,2
WH_114126,6107,4,0,2
WH_114127,20098,6,0,3
WH_114128,42137,4,0,3
WH_114129,20104,2,3,6
WH_114130,25087,8,0,2
WH_114131,20058,3,2,2
WH_114132,21141,8,0,6
WH_114133,6142,3,1,4
WH_114134,44150,3,0,4
WH_114135,19145,7,3,1
WH_114136,25116,3,0,2
WH_114137,19083,8,0,4
WH_114138,12058,6,0,3
WH_114139,10074,4,3,1
WH_114140,25059,6,0,6
WH_114141,22097,3,3,3
WH_114142,18075,4,1,4
WH_114143,34136,5,1,2
WH_114144,15073,8,0,3
WH_114145,13144,6,3,5
WH_114146,6064,0,0,3
WH_114147,5099,7,2,4
WH_114148,22095,3,0,6
WH_114149,17134,0,0,6
WH_114150,27141,8,0,2
WH_114151,33136,2,0,2
WH_114152,19099,0,2,6
WH_114154,20075,7,2,5
WH_114155,32074,4,0,4
WH_114156,26073,2,0,4
WH_114157,33071,4,0,2
WH_114158,16065,0,1,3
WH_114159,38069,1,2,4
WH_114160,5119,8,0,3
WH_114161,38074,8,1,2
WH_114162,15130,2,0,6
WH_114164,22070,2,0,6
WH_114165,32127,7,0,5
WH_114166,8127,2,0,4
WH_114167,20086,1,1,3
WH_114168,21085,3,0,6
WH_114169,6127,0,3,1
WH_114170,30098,0,2,3
WH_114171,14141,1,1,2
WH_114172,14109,6,0,5
WH_114173,14101,5,0,1
WH_114176,12080,6,0,4
WH_114177,22104,0,2,5
WH_114178,16136,6,0,2
WH_114179,31120,6,0,4
WH_114180,18143,4,0,3
WH_114181,13115,6,2,5
WH_114182,22107,5,1,2
WH_114183,34124,6,0,2
WH_114184,7131,4,1,4
WH_114185,15150,7,0,2
WH_114186,38092,4,2,2
WH_114187,20100,2,0,4
WH_114188,34135,3,0,2
WH_114189,7067,3,1,1
WH_114190,29078,6,1,4
WH_114191,9072,3,0,5
WH_114192,11120,2,3,4
WH_114193,26073,0,0,5
WH_114194,49071,7,0,4
WH_114195,26101,8,1,4
WH_114196,23085,1,4,3
WH_114197,5145,4,0,2
WH_114198,24136,7,3,3
WH_114199,32133,6,0,3
WH_114200,26144,2,0,6
WH_114201,32114,3,0,2
WH_114202,31084,4,0,2
WH_114203,11087,4,1,1
WH_114204,34106,8,0,4
WH_114205,8078,8,1,2
WH_114206,32143,5,4,4
WH_114207,22100,3,1,4
WH_114208,11111,5,0,2
WH_114209,21057,5,0,2
WH_114210,32133,5,0,5
WH_114211,30078,8,0,5
WH_114212,15114,5,0,1
WH_114213,16127,5,1,2
WH_114214,29144,0,0,3
WH_114215,8105,2,1,3
WH_114216,16089,0,1,6
WH_114217,32078,2,0,4
WH_114218,6055,7,0,3
WH_114219,6121,2,2,6
WH_114220,22118,5,0,6
WH_114221,19105,2,0,6
WH_114222,19110,8,0,5
WH_114223,28142,7,0,5
WH_114224,20111,7,3,2
WH_114225,22081,6,1,2
WH_114226,24087,3,0,5
WH_114227,8141,5,0,5
WH_114228,30144,3,0,4
WH_114229,38088,2,0,4
WH_114230,32065,6,0,5
WH_114231,11138,4,0,3
WH_114232,6092,7,3,2
WH_114233,22105,7,0,5
WH_114234,7088,3,0,2
WH_114235,29081,4,0,5
WH_114236,8113,3,0,2
WH_114237,25111,6,2,2
WH_114238,7125,4,0,1
WH_114239,24077,7,2,4
WH_114240,40080,4,0,4
WH_114241,35143,6,0,5
WH_114242,21084,3,0,5
WH_114243,5143,6,0,2
WH_114244,34065,4,0,3
WH_114245,44097,7,0,3
WH_114246,30055,3,0,5
WH_114247,19139,4,0,5
WH_114248,5073,6,2,4
WH_114249,27132,6,0,5
WH_114250,5073,4,0,4
WH_114251,21131,3,0,5
WH_114252,31103,8,0,2
WH_114253,24062,7,0,4
WH_114254,38098,0,1,3
WH_114255,27082,4,0,3
WH_114256,20062,3,0,4
WH_114257,33121,8,0,3
WH_114258,22105,0,0,5
WH_114259,29140,2,1,5
WH_114260,9086,6,1,5
WH_114261,32127,3,0,4
WH_114262,7117,7,1,1
WH_114263,32088,8,0,4
WH_114264,13132,3,0,1
WH_114265,16111,4,0,3
WH_114266,33133,5,0,2
WH_114267,25123,4,2,3
WH_114268,26139,3,0,6
WH_114269,46148,7,0,3
WH_114270,29079,5,0,2
WH_114271,9082,5,0,1
WH_114272,11127,5,1,1
WH_114273,35067,0,0,6
WH_114274,29149,2,0,3
WH_114275,14141,2,1,1
WH_114276,42067,5,0,2
WH_114277,31114,8,0,2
WH_114278,12140,4,1,6
WH_114279,31086,5,1,5
WH_114280,8110,0,0,3
WH_114281,30144,4,0,6
WH_114282,13129,4,0,4
WH_114283,21107,2,0,5
WH_114284,31058,4,0,5
WH_114285,16132,3,0,5
WH_114286,18117,2,1,4
WH_114287,37115,5,0,4
WH_114288,28074,6,0,3
WH_114289,31075,4,0,2
WH_114290,35129,1,1,5
WH_114291,5133,5,2,1
WH_114292,18056,8,3,6
WH_114293,24142,6,1,3
WH_114295,6114,0,0,2
WH_114296,29118,1,0,4
WH_114297,24147,5,0,2
WH_114298,11062,5,1,2
WH_114299,24059,5,0,3
WH_114301,24137,4,0,2
WH_114302,21137,4,0,4
WH_114303,15095,1,3,2
WH_114304,45098,6,0,5
WH_114305,28061,5,1,4
WH_114308,28087,8,1,5
WH_114309,46110,3,1,4
WH_114310,19081,5,0,3
WH_114311,28077,8,0,2
WH_114312,19057,4,2,3
WH_114313,23141,7,1,4
WH_114314,40145,8,0,2
WH_114315,15117,8,0,2
WH_114316,16086,5,2,1
WH_114317,16090,3,0,2
WH_114318,28142,3,0,3
WH_114319,18147,0,3,6
WH_114320,29086,1,0,3
WH_114321,20069,5,0,1
WH_114322,30120,0,0,4
WH_114323,8075,3,0,3
WH_114324,16055,5,0,3
WH_114326,32115,6,0,4
WH_114327,28105,5,0,6
WH_114328,25081,2,0,5
WH_114329,10078,6,0,1
WH_114330,15055,3,3,5
WH_114331,21149,1,2,2
WH_114332,26116,1,0,2
WH_114333,33096,1,0,3
WH_114334,20057,0,3,4
WH_114335,21087,3,0,5
WH_114336,18130,0,0,2
WH_114337,16107,5,0,2
WH_114338,20059,0,0,6
WH_114339,38061,6,0,2
WH_114340,30105,5,0,3
WH_114341,10073,3,0,4
WH_114342,26113,1,0,5
WH_114343,32148,6,2,6
WH_114344,28101,5,1,2
WH_114345,16108,1,3,6
WH_114346,25056,2,0,5
WH_114347,24057,6,0,6
WH_114348,49097,3,0,6
WH_114349,23137,3,1,6
WH_114350,44084,5,0,5
WH_114351,26074,5,0,2
WH_114352,32101,7,0,3
WH_114354,31059,5,0,3
WH_114355,5101,5,2,1
WH_114356,21079,5,0,1
WH_114358,9098,6,0,2
WH_114359,37069,8,0,5
WH_114360,28099,2,3,5
WH_114361,20069,0,0,2
WH_114362,30076,6,0,4
WH_114363,16082,1,0,5
WH_114364,26061,3,0,6
WH_114365,30092,4,0,4
WH_114366,14073,6,0,5
WH_114367,7099,4,0,3
WH_114368,20064,7,0,3
WH_114369,8074,0,0,1
WH_114370,18147,4,2,5
WH_114371,24134,6,5,3
WH_114372,13085,7,0,6
WH_114374,30079,6,2,6
WH_114375,41069,2,0,5
WH_114376,12103,6,0,2
WH_114377,33121,5,1,3
WH_114378,41083,3,0,5
WH_114379,18109,1,1,5
WH_114380,8098,0,0,3
WH_114381,6094,7,1,2
WH_114382,29089,6,0,6
WH_114383,30134,5,0,3
WH_114384,5066,2,2,3
WH_114385,25072,0,0,5
WH_114386,11088,6,0,3
WH_114387,43125,4,1,2
WH_114388,54105,5,0,5
WH_114389,31133,7,0,4
WH_114390,5080,0,0,1
WH_114391,13115,8,4,1
WH_114392,17095,1,2,2
WH_114393,11149,6,0,3
WH_114394,13078,3,0,4
WH_114395,8141,8,0,6
WH_114396,37109,2,0,4
WH_114397,23097,7,0,2
WH_114398,7106,5,0,3
WH_114399,20108,6,0,6
WH_114400,32151,1,0,3
WH_114401,14140,3,1,2
WH_114402,23085,8,3,4
WH_114403,28074,8,0,2
WH_114404,10113,2,2,3
WH_114405,37106,3,2,2
WH_114406,20107,3,5,6
WH_114407,6110,8,2,6
WH_114408,10115,3,1,2
WH_114409,5059,1,3,3
WH_114410,18145,7,0,3
WH_114411,7058,0,3,2
WH_114412,51125,8,0,2
WH_114413,14136,4,0,5
WH_114414,5074,7,0,1
WH_114415,36056,4,1,6
WH_114416,32092,6,4,3
WH_114417,22150,6,0,3
WH_114418,17124,4,0,6
WH_114419,32146,6,0,3
WH_114420,32126,3,0,5
WH_114421,17096,4,0,2
WH_114422,12146,7,0,1
WH_114423,18134,8,0,2
WH_114424,5108,7,3,2
WH_114425,31087,3,0,4
WH_114426,16094,3,0,5
WH_114427,28125,5,0,5
WH_114428,23122,4,1,2
WH_114429,24142,5,2,5
WH_114430,45108,7,0,4
WH_114431,37145,5,0,4
WH_114432,34084,6,0,3
WH_114433,27062,3,1,3
WH_114434,25065,0,0,4
WH_114435,28098,3,4,3
WH_114436,11084,4,0,2
WH_114437,41119,2,2,3
WH_114438,31097,4,2,4
WH_114439,44142,8,1,6
WH_114440,44116,7,0,5
WH_114441,17088,8,0,6
WH_114442,16121,7,0,3
WH_114443,6123,3,1,3
WH_114444,34063,6,1,6
WH_114445,29076,1,2,6
WH_114446,8067,5,3,3
WH_114447,10087,2,0,2
WH_114448,15125,6,0,5
WH_114449,35150,1,0,3
WH_114450,37081,2,0,6
WH_114451,26078,7,0,6
WH_114452,9086,8,0,2
WH_114453,18098,0,0,4
WH_114454,35123,0,0,3
WH_114455,8113,0,0,3
WH_114456,23137,3,0,2
WH_114457,15121,5,3,2
WH_114458,28057,5,2,4
WH_114459,29107,0,0,6
WH_114460,12129,4,3,1
WH_114461,20076,7,0,1
WH_114462,7109,6,0,2
WH_114463,23142,7,0,2
WH_114464,31138,2,1,2
WH_114466,5134,8,1,1
WH_114467,21059,0,0,3
WH_114468,20084,5,0,6
WH_114469,26114,5,2,3
WH_114470,5145,3,4,6
WH_114471,33102,6,1,4
WH_114472,31097,4,0,3
WH_114473,9132,1,0,3
WH_114474,30082,5,0,3
WH_114475,14106,6,3,6
WH_114476,36102,7,0,4
WH_114477,28106,3,0,5
WH_114478,28089,5,0,6
WH_114479,45082,3,0,5
WH_114480,32145,8,0,2
WH_114481,18108,3,4,5
WH_114482,10059,1,0,3
WH_114483,38085,3,1,4
WH_114484,22112,5,0,4
WH_114485,5072,0,2,2
WH_114486,34061,2,0,5
WH_114487,23093,6,0,1
WH_114488,29136,3,0,4
WH_114489,33149,8,0,4
WH_114490,28122,3,0,5
WH_114491,29103,5,0,3
WH_114492,20064,8,0,6
WH_114493,43113,1,0,4
WH_114494,15135,8,1,4
WH_114495,23100,5,0,4
WH_114496,29117,1,0,1
WH_114497,30127,4,0,2
WH_114498,7145,8,0,3
WH_114499,37123,3,0,3
WH_114500,28103,6,0,6
WH_114501,7065,4,0,2
WH_114502,16125,7,2,5
WH_114503,35085,3,0,2
WH_114504,25066,8,0,3
WH_114505,30057,5,2,2
WH_114506,25126,8,1,6
WH_114507,25123,6,0,2
WH_114508,6102,7,0,1
WH_114509,21099,7,2,3
WH_114510,9104,8,0,2
WH_114511,6086,4,4,6
WH_114512,21077,8,0,3
WH_114513,6117,0,0,3
WH_114514,7136,4,0,2
WH_114515,23132,8,0,6
WH_114516,27127,1,0,2
WH_114517,23096,1,1,5
WH_114518,16108,1,0,3
WH_114519,5136,8,0,3
WH_114520,20090,6,1,3
WH_114521,20068,5,0,5
WH_114522,28123,8,0,4
WH_114523,25066,7,0,5
WH_114526,11097,0,2,1
WH_114527,28083,4,0,1
WH_114528,23151,0,0,2
WH_114529,53133,4,0,2
WH_114530,12064,0,0,5
WH_114531,25064,7,0,6
WH_114532,24111,4,1,4
WH_114533,22102,7,4,5
WH_114534,16142,3,0,4
WH_114535,33142,4,0,6
WH_114537,14102,7,0,2
WH_114538,48084,8,0,3
WH_114539,31070,7,2,6
WH_114540,14106,1,0,4
WH_114541,5118,4,0,3
WH_114542,38065,0,0,3
WH_114543,28100,3,1,6
WH_114544,14137,0,1,1
WH_114545,31074,6,0,2
WH_114546,5057,6,2,1
WH_114547,20132,3,0,4
WH_114548,24079,1,0,4
WH_114549,18120,8,3,6
WH_114550,26120,6,0,3
WH_114551,18113,0,2,6
WH_114552,28081,3,0,6
WH_114553,22083,8,0,2
WH_114554,24121,5,0,2
WH_114555,49059,3,0,2
WH_114556,34102,8,0,2
WH_114557,18065,1,0,2
WH_114558,53147,7,0,2
WH_114559,20144,8,1,5
WH_114560,5139,1,2,3
WH_114561,12105,2,0,5
WH_114562,18115,3,0,6
WH_114563,19133,5,0,6
WH_114564,5136,5,2,6
WH_114565,29148,8,3,2
WH_114566,28150,3,0,2
WH_114567,40093,8,0,2
WH_114568,30150,0,0,6
WH_114569,7132,4,0,1
WH_114570,25116,0,0,4
WH_114571,25140,5,1,3
WH_114572,20057,4,1,6
WH_114573,7092,1,1,3
WH_114574,39140,0,0,3
WH_114575,12096,5,1,3
WH_114576,16063,1,0,2
WH_114577,27086,5,0,4
WH_114578,8118,4,0,4
WH_114579,26124,1,0,2
WH_114580,39097,3,0,6
WH_114581,29086,7,0,3
WH_114582,40056,1,1,3
WH_114583,5074,6,0,1
WH_114584,29093,7,2,2
WH_114585,25149,6,0,5
WH_114586,6079,7,1,1
WH_114587,20066,5,0,5
WH_114588,26135,4,1,4
WH_114589,14113,7,4,6
WH_114590,28119,3,1,4
WH_114591,9101,3,0,3
WH_114592,7136,4,0,2
WH_114593,51126,4,0,2
WH_114594,15101,0,0,1
WH_114595,8110,0,0,1
WH_114596,25131,1,0,5
WH_114597,6102,5,1,2
WH_114598,5148,7,0,1
WH_114599,19092,0,3,2
WH_114601,6102,1,2,2
WH_114602,7134,6,1,3
WH_114603,8062,0,1,1
WH_114604,28084,7,0,5
WH_114605,21056,1,0,2
WH_114606,5124,7,0,1
WH_114607,24138,3,2,4
WH_114608,13059,8,0,2
WH_114609,34074,2,0,2
WH_114610,24070,5,4,2
WH_114611,32099,0,0,5
WH_114612,33146,7,1,5
WH_114613,9133,6,0,1
WH_114614,21140,0,0,3
WH_114615,7066,4,1,6
WH_114616,28138,6,1,6
WH_114617,30074,6,0,5
WH_114618,24071,1,0,3
WH_114619,21064,2,0,2
WH_114620,18119,3,3,3
WH_114621,22105,7,1,4
WH_114622,6077,3,0,3
WH_114623,39151,8,1,4
WH_114624,28067,3,0,6
WH_114625,7086,4,3,3
WH_114626,30123,6,2,6
WH_114627,17148,6,1,5
WH_114629,40133,0,0,2
WH_114630,6096,1,0,3
WH_114631,32107,2,0,6
WH_114632,4099,0,3,1
WH_114633,33114,6,1,2
WH_114634,13114,7,3,3
WH_114635,5069,0,5,5
WH_114636,28122,4,2,6
WH_114637,12129,1,0,3
WH_114638,48059,4,0,6
WH_114639,16146,6,4,5
WH_114640,42062,7,0,5
WH_114641,27135,3,0,1
WH_114642,34103,2,0,6
WH_114643,34140,3,0,5
WH_114644,22072,8,1,6
WH_114645,29140,6,0,2
WH_114646,6091,0,0,3
WH_114647,33061,6,0,4
WH_114648,16123,3,2,6
WH_114649,14121,1,3,5
WH_114650,24057,4,1,5
WH_114651,6144,2,2,3
WH_114652,8126,0,0,1
WH_114653,23130,8,0,6
WH_114654,24068,4,0,6
WH_114655,7097,6,1,3
WH_114656,20081,6,1,3
WH_114657,16129,1,2,3
WH_114658,7133,3,3,3
WH_114659,32085,7,0,4
WH_114660,33130,3,1,3
WH_114661,29151,0,2,3
WH_114662,26102,5,0,3
WH_114663,21129,8,0,3
WH_114664,40137,5,0,5
WH_114665,10066,4,0,2
WH_114666,5136,3,0,2
WH_114667,16071,1,0,6
WH_114668,5065,8,4,2
WH_114669,31066,8,1,6
WH_114670,5109,2,0,2
WH_114672,17095,5,1,3
WH_114673,24091,4,4,5
WH_114674,31086,0,0,4
WH_114675,24071,6,3,6
WH_114676,29138,5,1,2
WH_114677,9101,5,0,1
WH_114678,18073,8,0,6
WH_114679,27063,2,0,6
WH_114680,18067,7,0,6
WH_114681,27133,4,2,4
WH_114682,7066,5,1,3
WH_114683,18056,5,0,5
WH_114684,8071,5,5,3
WH_114685,19094,0,1,5
WH_114686,28099,2,0,2
WH_114687,28125,8,0,2
WH_114688,18091,7,2,6
WH_114689,34100,2,0,4
WH_114690,22068,5,0,3
WH_114691,24150,6,0,5
WH_114692,12080,7,0,3
WH_114693,29118,1,1,4
WH_114694,7063,5,0,2
WH_114695,18109,8,3,6
WH_114696,12079,4,1,4
WH_114697,25125,8,2,3
WH_114698,19109,5,0,6
WH_114699,7143,3,1,3
WH_114700,54106,7,0,6
WH_114701,38126,0,1,2
WH_114702,19148,8,0,2
WH_114703,27118,2,0,3
WH_114704,5143,5,2,3
WH_114705,25102,4,0,4
WH_114706,16072,5,2,3
WH_114707,8149,3,5,3
WH_114708,25074,8,1,6
WH_114709,21081,7,1,6
WH_114710,9083,6,0,2
WH_114711,22065,4,0,5
WH_114712,45126,4,3,2
WH_114713,12088,2,0,1
WH_114714,14138,6,1,1
WH_114715,14091,5,0,4
WH_114716,32127,1,2,5
WH_114717,21126,4,3,2
WH_114718,30109,6,0,4
WH_114719,35112,3,0,3
WH_114720,50089,3,0,4
WH_114721,14057,2,2,2
WH_114722,14077,1,0,1
WH_114723,5098,7,0,2
WH_114724,30112,6,0,5
WH_114725,15081,7,2,4
WH_114726,21084,2,1,3
WH_114727,19060,1,0,4
WH_114728,28122,8,0,5
WH_114729,13090,2,0,2
WH_114730,37148,5,0,4
WH_114731,5138,3,2,1
WH_114732,35148,4,0,4
WH_114733,29093,1,1,2
WH_114734,16064,5,0,1
WH_114735,19075,5,0,4
WH_114736,13067,5,0,3
WH_114737,31112,4,2,3
WH_114738,15067,7,1,4
WH_114739,30060,4,0,3
WH_114740,15095,2,3,3
WH_114741,30129,1,0,2
WH_114742,29111,3,0,6
WH_114743,26126,2,0,6
WH_114744,40069,8,0,5
WH_114745,26070,1,0,6
WH_114746,16103,6,1,1
WH_114747,32105,4,5,5
WH_114748,54107,1,0,4
WH_114749,46131,1,0,2
WH_114750,7093,6,2,4
WH_114751,6142,7,0,1
WH_114752,37129,7,0,2
WH_114753,36109,2,0,6
WH_114754,6077,4,0,3
WH_114755,6127,3,0,1
WH_114756,17076,1,0,6
WH_114757,17098,0,1,3
WH_114758,6098,4,1,1
WH_114759,28142,5,0,3
WH_114760,20066,5,0,2
WH_114761,21107,5,1,5
WH_114762,6118,4,1,4
WH_114763,28114,6,1,5
WH_114764,5120,7,3,1
WH_114765,23120,7,0,2
WH_114766,16141,8,2,3
WH_114767,6085,5,1,5
WH_114768,20103,6,0,2
WH_114769,15083,7,1,6
WH_114770,8151,1,2,2
WH_114771,13086,0,0,6
WH_114773,20143,8,5,2
WH_114774,21079,7,0,4
WH_114775,29076,3,0,5
WH_114776,27102,4,0,3
WH_114777,10144,2,0,3
WH_114778,20100,1,2,3
WH_114779,26117,1,2,3
WH_114780,26064,8,0,5
WH_114781,44137,6,0,6
WH_114782,6067,4,3,6
WH_114783,26123,7,3,2
WH_114784,21135,1,0,2
WH_114785,26107,0,0,2
WH_114786,36133,4,0,6
WH_114787,19087,5,1,2
WH_114788,33127,3,2,5
WH_114789,21093,7,1,6
WH_114790,29059,8,0,2
WH_114791,8145,6,1,1
WH_114792,12151,3,0,5
